Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;48,9;50,4;-;49,7;-;49,5;-;49,3;-;48,8;-;49,1;-
Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Fundamental completo ao médio incompleto;-;-;16,8;16,2;-;16,6;-;16,3;-;16,7;-;16,8;-;16,7;-
Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Médio completo ao superior incompleto;-;-;26,0;25,0;-;25,0;-;25,2;-;25,5;-;26,3;-;25,9;-
Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Superior completo ou pós-graduação;-;-;8,4;8,4;-;8,8;-;9,1;-;8,5;-;8,2;-;8,3;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Sexo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Sexo;Homem;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Sexo;Mulher;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Grupos de Idade;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Cor ou Raça;Total4;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Cor ou Raça;Branca;-;-;3,7;3,8;-;3,7;-;3,8;-;3,7;-;3,7;-;3,5;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Cor ou Raça;Preta ou parda;-;-;1,5;1,5;-;1,4;-;1,6;-;1,5;-;1,5;-;1,4;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1,9;1,6;-;1,6;-;1,8;-;1,6;-;1,5;-;1,5;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Fundamental completo ao médio incompleto;-;-;6,1;6,6;-;5,5;-;6,0;-;6,6;-;7,0;-;6,6;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Médio completo ao superior incompleto;-;-;3,0;3,5;-;3,4;-;4,1;-;3,7;-;3,4;-;3,5;-
CV - Distribuição da população residente (%);Unidade da Federação;Rondônia;Nível de instrução;Superior completo ou pós-graduação;-;-;8,5;8,9;-;7,3;-;6,7;-;7,1;-;8,4;-;6,9;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Sexo;Total;-;-; -   ; -   ;-;   106 ;-;   118 ;Estável;   153 ;Aumento;   196 ;Aumento;   217 ;Aumento
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Sexo;Homem;-;-; -   ; -   ;-;   55 ;-;   58 ;-;   76 ;-;   98 ;-;   108 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Sexo;Mulher;-;-; -   ; -   ;-;   51 ;-;   61 ;-;   77 ;-;   98 ;-;   109 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade;Total;-;-; -   ; -   ;-;   106 ;-;   118 ;-;   153 ;-;   196 ;-;   217 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade;0 a 9 anos;-;-; -   ; -   ;-;   5 ;-;   3 ;-;   4 ;-;   4 ;-;   6 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade;10 a 19 anos;-;-; -   ; -   ;-;   5 ;-;   13 ;-;   13 ;-;   16 ;-;   18 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade;20 a 29 anos;-;-; -   ; -   ;-;   24 ;-;   27 ;-;   32 ;-;   48 ;-;   49 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade;30 a 59 anos;-;-; -   ; -   ;-;   66 ;-;   65 ;-;   90 ;-;   108 ;-;   124 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade;60 anos ou mais;-;-; -   ; -   ;-;   7 ;-;   10 ;-;   13 ;-;   19 ;-;   20 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade 2;Total ;-;-; -   ; -   ;-;   106 ;-;   118 ;-;   153 ;-;   196 ;-;   217 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade 2;0 a 59 anos ;-;-; -   ; -   ;-;   99 ;-;   108 ;-;   140 ;-;   177 ;-;   197 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Grupos de Idade 2;60 anos ou mais ;-;-; -   ; -   ;-;   7 ;-;   10 ;-;   13 ;-;   19 ;-;   20 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Cor ou Raça;Total4;-;-; -   ; -   ;-;   106 ;-;   118 ;-;   153 ;-;   196 ;-;   217 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Cor ou Raça;Branca;-;-; -   ; -   ;-;   25 ;-;   34 ;-;   39 ;-;   50 ;-;   56 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Cor ou Raça;Preta ou parda;-;-; -   ; -   ;-;   79 ;-;   82 ;-;   110 ;-;   141 ;-;   157 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Nível de instrução;Total;-;-; -   ; -   ;-;   106 ;-;   118 ;-;   153 ;-;   196 ;-;   217 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Nível de instrução;Sem instrução ao fundamental incompleto;-;-; -   ; -   ;-;   24 ;-;   37 ;-;   43 ;-;   51 ;-;   61 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Nível de instrução;Fundamental completo ao médio incompleto;-;-; -   ; -   ;-;   12 ;-;   17 ;-;   26 ;-;   32 ;-;   35 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Nível de instrução;Médio completo ao superior incompleto;-;-; -   ; -   ;-;   43 ;-;   41 ;-;   55 ;-;   79 ;-;   86 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Nível de instrução;Superior completo ou pós-graduação;-;-; -   ; -   ;-;   28 ;-;   23 ;-;   29 ;-;   33 ;-;   36 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-; -   ; -   ;-;   15 ;-;   21 ;-;   25 ;-;   22 ;-;   31 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-; -   ; -   ;-;   38 ;-;   48 ;-;   61 ;-;   73 ;-;   80 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-; -   ; -   ;-;   32 ;-;   36 ;-;   47 ;-;   75 ;-;   79 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-; -   ; -   ;-;   18 ;-;   10 ;-;   16 ;-;   20 ;-;   21 ;-
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-; -   ; -   ;-;   3 ;-;   4 ;-;   4 ;-;   5 ;-;   6 ;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Sexo;Total;-;-;0,0;0,0;-;10,7;-;11,9;-;11,5;-;6,2;-;6,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Sexo;Homem;-;-;0,0;0,0;-;10,2;-;11,8;-;11,9;-;6,6;-;6,4;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Sexo;Mulher;-;-;0,0;0,0;-;14,0;-;13,4;-;12,8;-;8,1;-;8,1;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade;Total;-;-;0,0;0,0;-;10,7;-;11,9;-;11,5;-;6,2;-;6,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;37,5;-;38,7;-;38,2;-;40,0;-;35,9;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;26,8;-;20,6;-;21,2;-;19,3;-;17,7;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;17,9;-;18,4;-;18,8;-;7,6;-;9,2;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;10,2;-;11,8;-;11,4;-;6,8;-;6,2;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;19,0;-;17,4;-;17,7;-;16,1;-;13,6;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;10,7;-;11,9;-;11,5;-;6,2;-;6,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;11,0;-;12,5;-;12,3;-;6,3;-;6,4;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;19,0;-;17,4;-;17,7;-;16,1;-;13,6;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Cor ou Raça;Total4;-;-;0,0;0,0;-;10,7;-;11,9;-;11,5;-;6,2;-;6,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Cor ou Raça;Branca;-;-;0,0;0,0;-;14,9;-;15,9;-;15,6;-;9,9;-;9,2;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;14,4;-;12,7;-;11,9;-;6,9;-;7,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Nível de instrução;Total;-;-;0,0;0,0;-;10,7;-;11,9;-;11,5;-;6,2;-;6,3;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;17,1;-;16,0;-;14,9;-;13,1;-;12,4;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;19,1;-;19,6;-;16,8;-;10,8;-;9,7;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;16,3;-;14,8;-;14,3;-;7,7;-;7,4;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;15,2;-;17,1;-;16,5;-;14,5;-;13,6;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;21,6;-;28,5;-;22,9;-;21,2;-;17,0;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;18,7;-;15,8;-;14,5;-;13,8;-;13,9;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;18,4;-;15,4;-;15,3;-;11,8;-;10,5;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;24,8;-;25,9;-;24,4;-;20,5;-;18,6;-
CV - Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (%);Unidade da Federação;Rondônia;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;39,3;-;35,1;-;33,6;-;32,4;-;28,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Sexo;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Sexo;Homem;-;-;0,0;0,0;-;51,8;-;48,6;-;49,8;-;50,0;-;49,9;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Sexo;Mulher;-;-;0,0;0,0;-;48,2;-;51,4;-;50,2;-;50,0;-;50,1;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade;0 a 9 anos;-;-;0,0;0,0;-;4,8;-;2,8;-;2,5;-;2,3;-;2,9;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade;10 a 19 anos;-;-;0,0;0,0;-;4,3;-;10,6;-;8,8;-;8,2;-;8,2;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade;20 a 29 anos;-;-;0,0;0,0;-;22,5;-;23,2;-;21,2;-;24,6;-;22,6;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade;30 a 59 anos;-;-;0,0;0,0;-;61,7;-;54,7;-;58,8;-;55,4;-;57,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade;60 anos ou mais;-;-;0,0;0,0;-;6,6;-;8,6;-;8,8;-;9,5;-;9,3;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;93,4;-;91,4;-;91,2;-;90,5;-;90,7;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;6,6;-;8,6;-;8,8;-;9,5;-;9,3;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Cor ou Raça;Total4;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Cor ou Raça;Branca;-;-;0,0;0,0;-;23,1;-;28,9;-;25,2;-;25,7;-;26,0;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;74,8;-;69,3;-;72,0;-;72,1;-;72,1;-
Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus no total de pessoas que fizeram algum teste (%);Unidade da Federação;Rondônia;Nível de instrução;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
